id,report_date,report_by,work_shift,daily_target,actual_sales,transaction_count,mtd_target,mtd_actual,mtd_tc,dine_in,dine_in_tc,take_away,take_away_tc,grabfood,lineman,shopee,bkapp,osat,survey_count,void_amount,void_count,add_cheese_count,add_cheese_percent,v_meal_count,v_meal_percent,up_size_count,up_size_percent,waste_raw_daily,waste_raw_daily_percent,waste_meal_daily,waste_meal_daily_percent,waste_raw_mtd,waste_raw_mtd_percent,waste_meal_mtd,waste_meal_mtd_percent,col_percent,labor_hour,tcmh,manager_roster_date,manager_roster_text,staff_roster_text,created_at,updated_at,sos_daily,sos_mtd,labor_cost,actual_hours,ot_hours,ot_mtd,recommend_hours,roster_commit,summary_hours,variance_hours,robin,gokoo,last_year_sales,forecast_sales,last_year_tc,target_tc,target_ta,close_shift_count,cash_deposit,sales_delivery,promotion_other1_qty,promotion_other2_qty,note_daily,note_mtd,note_in_store,note_delivery,note_performance,note_addons,store_id
81,2026-01-18,Ake,full,110000,108240,351,1920000,1746887,5408,49402,144,19210,68,21186,11382,3635,3420,5,25,1374,2,10,3.24,301,97.41,16,5.18,932.5499999999997,0.37,53.05,0.05,32884.1,1.32,2078.89,0.11,3.70,80.00,3.86,2026-01-16,"Phongsathon: 10:00-19:00
Nuttarika: 07:00-16:00
Boonyisa: COM
Chanon: 19:00-04:00
Washiraphan: 22:00-07:00","07:00-16:00 | เก๊ง, ใต้ฝุ่น
09:00-18:00 | เทพ
13:00-22:00 | ดิว, เน็ท
22:00-07:00 | ลีโอ",2026-01-18T23:11:26.463Z,2026-01-31T23:24:01.432Z,288,259,4000.00,40,0,0,109,96,80.00,-16.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
84,2026-01-19,Ake,full,110000,80851,264,2030000,1827738,5832,38072,112,17984,69,16714,5740,1383,578,5,25,1144,3,9,3.41,201,76.14,20,7.58,1858.25,0,119.71,0,40619.89,0,2198.60,0,6.56,66.00,4.00,2026-01-20,"Phongsathon: COM
Nuttarika: 07:00-16:00
Boonyisa: COM
Chanon: 22:00-07:00
Washiraphan: 13:00-22:00","07:00-16:00 | เทพ, แทน
13:00-22:00 | เน็ท
13:00-22:00 | อิงค์ฟ้า, อ๋อม
22:00-07:00 | แบงค์ ซัน",2026-01-19T21:34:43.243Z,2026-01-31T23:24:01.438Z,304,252,5300.00,55,11,0,112,88,66.00,-22.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
103,2026-01-30,Ake,full,110000,79715,303,3240000,2856285,9176,38519,138,10777,58,21824,6381,1628,368,4.94,51,316,1,2,0.66,223,73.60,9,2.97,569.5699999999999,0,162.33,0,63523.88,0,4144.71,0,7.65,82.00,3.70,2026-01-31,"Phongsathon: 15:00-00:00
Nuttarika: 10:00-19:00
Boonyisa: 15:00-00:00
Chanon: 22:00-07:00
Washiraphan: 07:00-16:00",,2026-01-30T03:15:20.802Z,2026-01-31T23:25:19.961Z,118,239,6100.00,74,8,0,113,88,82.00,-6.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
87,2026-01-20,Ake,full,110000,90269,294,2140000,1918007,5966,48362,141,13225,59,19764,7194,1437,287,4.88,26,0,0,7,2.38,238,80.95,22,7.48,1628.57,0,166.52,0,37018.659999999996,0,2365.12,0,6.87,84.00,3.50,2026-01-20,"Phongsathon: COM
Nuttarika: 07:00-16:00
Boonyisa: 13:00-22:00
Chanon: 22:00-07:00
Washiraphan: OFF","07:00-16:00 | เทพ แทน
13:00-22:00 | เก้ง ออโต้
22:00-07:00 | แบงค์ ซัน",2026-01-20T20:37:33.098Z,2026-01-31T23:24:01.443Z,254,252,6200.00,78,6,0,110,88,84.00,-4.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
90,2026-01-21,Ake,full,110000,86970,293,2250000,2004977,6259,45840,132,16549,68,18111,4864,736,767,4.88,26,0,0,7,2.39,233,79.52,17,5.80,1492.2600000000002,0,72.71,0,40585.2,0,2437.83,0,6.15,67.00,4.37,2026-01-20,"Phongsathon: COM
Nuttarika: 07:00-16:00
Boonyisa: 22:00-07:00
Chanon: OFF
Washiraphan: 13:00-22:00","07:00-16:00 | แทน เน็ท
09:00-18:00 | เก้ง
15:00-00:00 | ใต้ฝุ่น
20:00-07:00 | ซัน
22:00-07:00 | แบงค์",2026-01-21T18:42:50.164Z,2026-01-31T23:24:01.448Z,192,204,5350.00,58,9,0,110,88,67.00,-21.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
91,2026-01-22,Ake,full,110000,96551,302,2360000,2101528,6721,50265,138,12889,59,19986,10419,2345,647,4.88,26,99,1,21,6.95,268,88.74,17,5.63,2710.94,0,385.44,0,50224.19,0,2823.27,0,6.27,81.00,3.73,2026-01-23,"Phongsathon: OFF
Nuttarika: 07:00-16:00
Boonyisa: 19:00-04:00
Chanon: 22:00-07:00
Washiraphan: 10:00-19:00","07:00-16:00 | เอ็ม หมีพูล
09:00-18:00 | อิงค์ฟ้า อ๋อม
10:00-19:00 | เก๊ง เทพ
12:00-21:00 | ต้นหนาว มะตูม",2026-01-22T17:43:40.324Z,2026-01-31T23:24:01.452Z,216,256,6050.00,74,7,0,113,88,81.00,-7.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
112,2026-02-04,Ake,full,100000,84309,290,400000,347521,1182,37944,0,15949,0,19966,6949,2410,0,0,0,0,0,0,0.00,0,0.00,0,0.00,883,0,0,0,2582.3,0,300.70,0,8.30,100.00,2.90,,,,2026-02-14T19:10:13.691Z,2026-02-27T18:26:33.449Z,219,221,7000.00,131.5,1.5,0,109,88,100.00,100.00,0,0,83098,0,291,300,333,0,0,0,0,0,,,,,,,BK1040
76,2026-01-17,Ake,full,110000,104648,350,1810000,1638647,5099,43948,154,21281,52,26120,8182,3328,1283,5,25,0,0,20,5.71,255,72.86,15,4.29,1405.25,0,107.12,0,36321.530000000006,0,2025.84,0,5.73,80.00,4.38,2026-01-18,"Phongsathon: 07:00-16:00
Nuttarika: 11:00-20:00
Boonyisa: 13:00-22:00
Chanon: 15:00-00:00
Washiraphan: 22:00-07:00","07:00-16:00 | หมีพูห์ เก๊ง
10:00-19:00 | กีต้าร์
13:00-22:00 | เทพ ดิว
22:00-07:00 | ลีโอ ใต้ฝุ่น",2026-01-17T20:00:10.942Z,2026-01-31T23:24:01.428Z,206,250,6000.00,80,0,0,105,88,80.00,80.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
113,2026-02-05,Ake,full,100000,89561,302,500000,437082,1474,40796,0,15377,0,23327,7441,2551,0,0,0,0,0,0,0.00,0,0.00,0,0.00,971,0,0,0,4385.08,0,300.70,0,8.49,112.00,2.70,,,,2026-02-14T19:10:59.284Z,2026-02-27T18:26:33.453Z,152,207,7600.00,111,1,0,110,88,112.00,112.00,0,0,93765,0,322,300,333,0,0,0,0,0,,,,,,,BK1040
165,2026-03-08,Ake,full,95000,80544,310,760000,739046,2494,36355,125,10826,56,28466,3832,752,0,5,21,39,1,16,5.16,246,79.35,13,4.19,482.26,0,31.62,0,6391.39,0,212.54,0,11.76,63.00,4.92,2026-03-09,,,2026-03-07T23:02:44.646Z,2026-03-31T01:01:12.571Z,197,182,9475.00,56,7,28.00,109,88,63.00,-25.00,0,333,0,0,0,0,300,2,26998,0,0,0,,,,,,,BK1040
174,2026-03-15,Ake,full,95000,80039,291,1425000,1321581,4565,39831,0,11835,0,21249,5282,949,722,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6584.55,0,244.16,0,11.09,53.00,5.49,2026-03-08,"Phongsathon: COM
Nuttarika: 13:00-22:00
Boonyisa: 07:00-16:00
Chanon: 22:00-07:00
Washiraphan: OFF","07:00-16:00 | Thep,
07:00-16:00 | Amp
12:00-18:00 | Ahom
13:00-22:00 | Taifoon
16:00-22:00 | M,
16:00-22:00 | Dew,
16:00-22:00 | Net
17:00-22:00 | Tawan
22:00-07:00 | Sun,
22:00-07:00 | Bank",2026-03-17T12:20:24.787Z,2026-03-31T01:01:12.605Z,177,183,8875.00,53,3,33.00,0,88,53.00,53.00,199,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
183,2026-03-30,Ake,full,95000,82736,290,2850000,2660697,9382,27417,95,15468,67,27817,7272,442,4324,5,61,0,0,7,2.41,257,88.62,9,3.10,960.0799999999999,0,91.19,0,23260.73,0,1076.61,0,12.12,74.00,3.92,2026-03-31,"Phongsathon: 15:00-00:00
Nuttarika: 07:00-16:00
Boonyisa: 10:00-19:00
Chanon: 22:00-07:00
Washiraphan: 15:00-00:00","07:00-16:00 | Winnie
07:00-16:00 | Jane
09:00-18:00 | Gang
13:00-22:00 | Moon
13:00-22:00 | Wanpan
22:00-07:00 | Sun",2026-03-30T21:31:56.931Z,2026-03-31T01:09:31.288Z,3.03,3.00,10025.00,70,4,187.50,108,88,74.00,-14.00,109,0,0,0,0,0,0,2,0,0,0,0,,,,,,,BK1040
164,2026-03-07,Ake,full,95000,123972,352,760000,782474,2536,0,0,0,0,0,0,0,0,0,0,0,0,10,2.61,277,82.88,20,5.08,1298.02,1.047,0,0,6806.59,0,644.72,0,10.20,0,4.20,2026-03-04,,,2026-03-07T18:10:58.813Z,2026-03-31T01:01:12.564Z,0,0,10920,78,12,41.00,120,88,90,-15.00,0,0,0,0,0,0,300,0,0,0,0,0,,,,,,,BK1040
117,2026-02-09,Ake,full,100000,88923,313,900000,833616,2867,34176,120,17733,74,26308,6370,2191,1662,0,0,0,0,0,0.00,0,0.00,0,0.00,1278,0,0,0,6893.3,0,300.70,0,7.20,88.00,3.56,,"Phongsathon: 07:00-16:00
Nuttarika: 22:00-07:00
Washiraphan: 10:00-19:00","07:00-16:00 | Thep
07:00-16:00 | Keng
09:00-18:00 | Inkfah
13:00-22:00 | Tan
16:00-01:00 | Omm
17:00-23:00 | Chompoo
22:00-07:00 | Sun
22:00-07:00 | Leo",2026-02-14T19:17:08.844Z,2026-02-27T18:26:33.474Z,221,197,6400.00,88,0,0,111,88,88.00,88.00,0,0,102295,0,362,300,333,0,0,0,0,0,,,,,,,BK1040
128,2026-02-21,Ake,full,100000,95433,312,2100000,1900283,6103,43890,130,15552,62,26149,7187,1855,0,5,12,99,1,9,2.88,89,28.53,11,3.53,1130.98,0,0,0,18264.08,0,1547.41,0,7.60,105.00,2.97,2026-02-22,"Phongsathon: 07:00-16:00
Nuttarika: COM
Boonyisa: 13:00-22:00
Chanon: QSNCC
Washiraphan: 22:00-07:00","07:00-16:00 | ธารารัตน์, พงศ์พัทธ์, ภูษณิศา
09:00-18:00 | ณัฐริกา
10:00-19:00 | เทพฐากูร
12:00-21:00 | ไพศิษฐ์
13:00-22:00 | กฤษฎา, สราวุธ, อดิศร
14:00-23:00 | พิทักษ์
22:00-07:00 | คณพัฒน์, ยศนันท์",2026-02-21T14:18:16.837Z,2026-02-27T18:26:33.534Z,242,210,7250.00,105,0,41.00,114,88,105.00,105.00,0,369,81385,0,304,300,333,0,0,0,0,0,,,,,,,BK1040
124,2026-02-18,Ake,full,100000,96472,295,1800000,1616318,5207,49850,52,12605,13,21088,5158,2038,5676,5,0,55,1,7,2.37,240,81.36,13,4.41,863.34,0,0,0,16624.940000000002,0,1086.87,0,7.00,95.00,3.11,2026-02-21,"Phongsathon: 07:00-16:00
Nuttarika: OFF
Boonyisa: 13:00-22:00
Chanon: OFF
Washiraphan: 22:00-07:00","07:00-16:00 | เน็ท
07:00-16:00 | เอ็ม
11:00-20:00 | อาย
12:00-21:00 | ดิว
16:00-21:00 | มะตูม
22:00-07:00 | แบงค์
22:00-07:00 | เก้ง",2026-02-18T18:41:01.350Z,2026-02-27T18:26:33.521Z,254,201,6750.00,95,0,38.00,105,88,95.00,95.00,0,0,72123,0,284,300,333,0,0,0,0,0,,,,,,,BK1040
116,2026-02-08,Ake,full,100000,99238,350,800000,744694,2544,48599,171,18772,75,21324,9305,495,558,5,0,0,0,0,0,0,0,0,0,865,0,0,0,6939.78,0,300.70,0,5.89,77.00,4.55,2026-02-21,"Phongsathon: 07:00-16:00
Nuttarika: 22:00-07:00
Boonyisa: OFF
Chanon: 09:00-18:00
Washiraphan: 13:00-22:00","07:00-16:00 | ฝุ่น
07:00-16:00 | หมีพูว์
07:00-16:00 | เทพ
07:00-16:00 | กีต้าร์
13:00-22:00 | อาย
13:00-22:00 | อิงฟ้า
22:00-07:00 | แบงค์
22:00-07:00 | เก้ง",2026-02-14T19:14:47.971Z,2026-02-27T18:26:33.469Z,160,195,5850.00,77,0,10.00,111,88,77.00,-11.00,0,358,105667,0,368,300,333,0,0,0,0,0,,,,,,,BK1040
118,2026-02-10,Ake,full,100000,85622,229,1000000,919239,3086,40093,129,11447,53,17246,4232,1235,6350,0,0,0,0,0,0.00,0,0.00,0,0.00,803,0,0,0,9321.48,0,300.70,0,6.25,67.00,3.42,2026-02-04,"Phongsathon: 07:00-16:00
Nuttarika: 22:00-07:00
Chanon: 13:00-22:00
Washiraphan: OFF","07:00-16:00 | Thep
07:00-16:00 | Keng
09:00-18:00 | Inkfah
12:00-21:00 | Net
13:00-22:00 | Tan
15:00-21:00 | Omm
15:00-21:00 | Bank
22:00-07:00 | Leo
22:00-07:00 | Sun",2026-02-14T19:17:51.941Z,2026-02-27T18:26:33.479Z,220,199,5350.00,66,1,11.00,110,88,67.00,67.00,0,0,86825,0,300,300,333,0,0,0,0,0,,,,,,,BK1040
119,2026-02-11,Ake,full,100000,76630,278,1100000,995868,3374,35115,113,13545,60,17348,6431,1262,2901,0,0,0,0,0,0.00,0,0.00,0,0.00,909,0,0,0,8605.3,0,300.70,0,7.90,81.00,3.43,,"Nuttarika: OFF
Boonyisa: 07:00-16:00
Chanon: 13:00-22:00
Washiraphan: 22:00-07:00","07:00-16:00 | เอ็ม
07:00-16:00 | เจน
13:00-22:00 | แทน
15:00-23:00 | ไต้ฝุ่น
15:00-23:00 | ตะวัน
16:00-22:00 | อ๋อม
22:00-07:00 | ซัน
22:00-07:00 | แบงค์",2026-02-14T19:18:14.681Z,2026-02-27T18:26:33.484Z,196,199,6050.00,81,5,0,111,88,81.00,81.00,0,0,89001,0,298,300,333,0,0,0,0,0,,,,,,,BK1040
120,2026-02-13,Ake,full,100000,87988,310,1300000,1168715,3674,46499,147,16919,67,16890,4954,1005,1613,0,0,0,0,0,0.00,0,0.00,0,0.00,715,0,0,0,10945.48,0,300.70,0,7.39,90.00,3.44,2026-02-15,"Phongsathon: 07:00-16:00
Nuttarika: 11:00-20:00
Boonyisa: 09:00-18:00
Chanon: 15:00-00:00
Washiraphan: 22:00-07:00",,2026-02-14T19:18:46.810Z,2026-02-27T18:26:33.498Z,188,197,6500.00,90,0,20.00,112,88,90.00,90.00,0,0,77428,0,285,300,333,0,0,0,0,0,,,,,,,BK1040
111,2026-02-14,Ake,full,100000,90705,349,1400000,1259420,4023,44032,167,18826,63,20176,8792,2406,887,5,12,39,1,7,2.01,239,68.48,14,4.01,1754.1,0,0,0,12466.42,0,417.28,0,7.06,88.00,3.97,2026-02-15,"Phongsathon: OFF
Nuttarika: 11:00-20:00
Boonyisa: 07:00-16:00
Chanon: 19:00-04:00
Washiraphan: 22:00-07:00","07:00-16:00 | Winnie
09:00-18:00 | Thep
11:00-20:00 | Net
13:00-22:00 | Tan Aye
14:00-23:00 | Typoon
22:00-07:00 | Bank Leo",2026-02-14T19:08:40.254Z,2026-02-27T18:26:33.503Z,198,241,6400.00,83,5,25.00,108,88,88.00,88.00,0,0,91360,0,307,300,333,0,0,0,0,0,,,,,,,BK1040
121,2026-02-15,Ake,full,100000,99057,327,1500000,1358477,4350,39383,140,17327,66,30723,7578,1602,2297,5,12,0,0,4,1.22,268,81.96,12,3.67,1454.9499999999998,0,0,0,13629.130000000001,0,563.40,0,6.41,87.00,3.76,2026-02-16,"Phongsathon: 07:00-16:00
Nuttarika: 11:00-20:00
Boonyisa: OFF
Chanon: 19:00-04:00
Washiraphan: 22:00-07:00","07:00-16:00 | Pitak / Phusanisa
13:00-22:00 | Thepthakun / Adisorn
16:00-21:00 | Suttida
22:00-07:00 | Arthit",2026-02-15T18:19:05.236Z,2026-02-27T18:26:33.508Z,185,185,6350.00,83,4,29.00,114,88,87.00,87.00,0,0,82422,0,304,300,333,0,0,0,0,0,,,,,,,BK1040
122,2026-02-16,Ake,full,100000,74621,284,1600000,1433098,4634,32919,133,18225,68,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,1840.62,0,0,0,14994.19,0,801.18,0,10.59,118.00,2.41,2026-02-04,,,2026-02-15T19:09:37.745Z,2026-02-27T18:26:33.512Z,0,0,7900.00,114,4,33.00,111,88,118.00,118.00,0,0,106442,0,352,300,333,0,0,0,0,0,,,,,,,BK1040
123,2026-02-17,Ake,full,100000,86748,278,1700000,1519846,4912,37011,116,15565,67,21750,8104,2459,1292,5,12,179,1,5,1.80,204,73.38,19,6.83,1338.79,0,0,0,16050.02,0,942.66,0,8.62,109.50,2.54,2026-02-18,"Phongsathon: 07:00-16:00
Nuttarika: 09:00-18:00
Boonyisa: 13:00-22:00
Chanon: 22:00-07:00
Washiraphan: OFF","07:00-16:00 | Thep
10:00-19:00 | Sarawut
14:00-22:00 | Yanisa, Pimlaphat, Waratchaya
15:00-21:00 | สุทธิดา
22:00-07:00 | Kanapat, Yossanan, Ingfar",2026-02-17T17:49:17.929Z,2026-02-27T18:26:33.517Z,201,211,7475.00,104.5,5,38.00,111,88,109.50,109.50,0,0,83691,0,330,300,333,0,0,0,0,0,,,,,,,BK1040
172,2026-03-12,Ake,full,95000,72228,264,1140000,1059107,3619,31212,0,11706,0,21658,3304,1623,2435,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6810.41,0,244.16,0,13.53,71.00,3.72,2026-03-17,"Phongsathon: COM
Nuttarika: 22:00-07:00
Boonyisa: 07:00-16:00
Chanon: Com
Washiraphan: 13:00-22:00","07:00-16:00 | Keng
09:00-18:00 | Thaipun
13:00-22:00 | Thep
17:00-22:00 | Tan
22:00-07:00 | Bank
22:00-07:00 | Sun",2026-03-17T12:18:53.740Z,2026-03-31T01:01:12.591Z,168,180,9775.00,71,1,35.00,0,88,71.00,71.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
110,2026-02-12,Ake,full,100000,84858,280,1200000,1080726,3654,40020,128,14152,64,20850,7211,1945,1036,5,0,0,0,0,0.00,0,0.00,0,0.00,1022,0,0.00,0,9928,0,0.00,0,12.11,80.00,3.50,2026-02-04,"Phongsathon: 07:00-16:00
Nuttarika: 10:00-19:00
Boonyisa: 13:00-22:00
Chanon: OFF
Washiraphan: 22:00-07:00","22:00-07 | 00
06:00-14:00 | ธารารัตน์
07:00-16:00 | เทพฐากูร
10:00-19:00 | พิทักษ์
11:00-20:00 | สราวุธ
12:00-21:00 | อิงค์ฟ้า
13:00-22:00 | อดิศร
15:00-23:00 | ยศนันท์
15:00-23:00 | สุทธิดา
22:00-07:00 | อาทิตย์
22:00-07:00 | คณพัฒน์",2026-02-12T15:12:14.778Z,2026-02-27T18:26:33.494Z,181,198,10275.00,76,4,20.00,111,88,80.00,-8.00,0,0,91990,0,323,300,333,0,0,0,0,0,,,,,,,BK1040
126,2026-02-20,Ake,full,100000,90641,273,2000000,1804850,5791,49832,55,15599,17,19568,3759,763,764,5,0,0,0,0,0.00,0,0.00,0,0.00,622.46,0,0,0,17803.66,0,1212.13,0,7.23,91.00,3.00,2026-02-21,"Phongsathon: 07:00-16:00
Nuttarika: COM
Boonyisa: 09:00-18:00
Chanon: 15:00-00:00
Washiraphan: 22:00-07:00","07:00-16:00 | ฝุ่น
07:00-16:00 | หมีพูว์
07:00-16:00 | เทพ
07:00-16:00 | กีต้าร์
13:00-22:00 | อาย
13:00-22:00 | อิงฟ้า
13:00-22:00 | เน็ท
13:00-22:00 | แทน
13:00-22:00 | ดิว
12:00-21:00 | อ๋อม
22:00-07:00 | แบงค์
22:00-07:00 | เก้ง",2026-02-20T05:10:44.438Z,2026-02-27T18:26:33.529Z,220,208,6550.00,88,3,41.00,112,88,91.00,91.00,0,0,79784,0,283,300,333,0,0,0,0,0,,,,,,,BK1040
137,2026-02-23,Ake,full,100000,85611,290,2300000,2111312,6799,45716.82,144,14389.36,55,18566,5358,1031,532,05,12,0,0,3,1.03,202,69.66,10,3.45,1109.91,0,0,0,20877.890000000003,0,2020.60,0,7.53,89.00,3.26,2026-02-24,"Phongsathon: OFF
Nuttarika: 07:00-16:00
Boonyisa: 13:00-22:00
Chanon: OFF
Washiraphan: 22:00-07:00","06:00-14:00 | ไพศิษฐ์
07:00-16:00 | เทพฐากูร, อิงค์ฟ้า
13:00-22:00 | กฤษฎา, สราวุธ
16:00-22:00 | สุทธิดา
17:00-22:00 | ธารารัตน์
22:00-07:00 | อาทิตย์, พงศ์พัทธ์",2026-02-21T18:52:13.247Z,2026-02-27T18:26:33.542Z,206,209,6450.00,80,9,50.00,116,88,89.00,9.00,0,0,94601,0,337,300,333,0,0,0,0,0,,,,,,,BK1040
136,2026-02-22,Ake,full,100000,125418,406,2200000,2025701,6509,65851.01,183,17382.15,71,32931,7132,1088,169,5,12,69,1,9,2.22,323,79.56,23,5.67,2450.2799999999997,0,0,0,20043.800000000003,0,1882.69,0,6.46,122.00,3.33,2026-02-22,"Phongsathon: 07:00-16:00
Nuttarika: COM
Boonyisa: 10:00-19:00
Chanon: 15:00-00:00
Washiraphan: 22:00-07:00","07:00-16:00 | พิทักษ์
CUSTOM | ไพศิษฐ์
09:00-18:00 | เทพฐากูร, อิงค์ฟ้า
10:00-19:00 | เอธัส
13:00-22:00 | กฤษฎา, สราวุธ, อดิศร
22:00-07:00 | อาทิตย์, พงศ์พัทธ์, คณพัฒน์",2026-02-21T18:52:13.236Z,2026-02-27T18:26:33.538Z,200,209,8100.00,122,0,41.00,116,88,122.00,42.00,706,0,80110,0,304,300,333,0,0,0,0,0,,,,,,,BK1040
139,2026-02-25,Ake,full,100000,81936,309,2600000,2359976,7716,41155,50,11041,13,22282,5693,1750,0,5,29,0,0,0,0.00,0,0.00,0,0.00,1049.11,0,0,0,27914.68,0,0.00,0,11.87,69.00,4.48,2026-02-26,"Phongsathon: OFF
Nuttarika: 07:00-16:00
Boonyisa: OFF
Chanon: 22:00-07:00
Washiraphan: 15:00-00:00","07:00-16:00 | เอ็ม
07:00-16:00 | เน็ท
13:00-22:00 | ดิว
13:00-22:00 | เจน
16:00-22:00 | อ๋อม
22:00-07:00 | เก๊ง
22:00-07:00 | ซัน",2026-02-21T18:52:13.264Z,2026-02-27T18:26:33.550Z,154,200,9725.00,69,0,50.00,110,88,69.00,-19.00,0,0,92386,0,322,300,333,0,0,0,0,0,,,,,,,BK1040
177,2026-03-19,Ake,full,95000,93795,329,1805000,1632375,5684,41583,0,18645,0,25118,6489,1330,363,0,0,0,0,8,2.43,214,65.05,255,77.51,922.55,0,394.02,0,16390.149999999998,0,822.61,0,9.76,0,5.72,,,,2026-03-19T18:34:50.035Z,2026-03-31T01:01:12.641Z,0,0,9150.00,57,0.5,51.50,113,88,57.50,-30.50,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
144,2026-02-27,Ake,full,100000,101143,309,2700000,2461119,8305,31999,32,15244,15,27983,6601,796,0,5,75,0,0,7,2.27,198,64.08,16,5.18,668.94,0,0.00,0,29605.62,0,0.00,0,9.69,70.50,4.38,2026-02-28,,,2026-02-26T22:04:29.018Z,2026-02-28T20:54:19.763Z,165,200,9800.00,61,9.5,62.50,110,88,70.50,-17.50,0,199,0,0,0,300,333,0,0,0,0,0,,,,,,,BK1040
178,2026-03-20,Ake,full,95000,87425,286,1900000,1719800,5970,46777,0,10440,0,22971,5581,937,730,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0.00,0,16390.149999999998,0,822.61,0,10.18,53.48,5.35,,,,2026-03-20T23:55:16.075Z,2026-03-31T01:01:12.647Z,0,0,8899.00,46.48,7,58.50,111,88,53.48,-34.52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
179,2026-03-21,Ake,full,95000,101843,309,1995000,1821643,6279,44316,0,16807,0,32804,4940,1542,1461,0,0,0,0,8,2.59,275,89.00,19,6.15,0,0,0.00,0,16390.149999999998,0,822.61,0,9.35,0.00,4.68,,,,2026-03-21T17:00:01.883Z,2026-03-31T01:01:12.652Z,0,0,6225.00,56,10,68.50,120,88,66.00,-22.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
180,2026-03-22,Ake,full,95000,88187,309,2090000,1939700,6613,34810,0,17071,0,28289,5648,1423,948,5,0,0,0,8,2.59,275,89.00,19,6.15,0,0,0.00,0,16390.149999999998,0,822.61,0,11.88,83.00,3.72,,"Phongsathon: COM
Nuttarika: COM
Boonyisa: 07:00-16:00
Chanon: 13:00-22:00
Washiraphan: 22:00-07:00","07:00-16 | 00
13:00-22 | 00
22:00-07 | 00
07:00-16:00 | Meepooh
08:00-17:00 | Taifoon
13:00-22:00 | Thep
22:00-07:00 | Sun",2026-03-22T15:23:57.377Z,2026-03-31T01:01:12.665Z,194,187,10475.00,79,4,72.50,109,88,83.00,-5.00,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,BK1040
184,2026-03-26,Ake,full,95000,85419,301,2850000,2160266,7467,37957,0,16983,0,23317,4821,1979,139,0,0,0,0,4,1.37,209,71.58,11,3.77,854.04,0,127.00,0,18296.149999999998,0,1076.61,0,12.82,0,3.12,2026-03-25,,,2026-03-30T21:33:22.895Z,2026-03-31T01:01:12.686Z,0,0,10900.00,103,3,111.00,108,88,93.50,5.50,0,0,0,2270654,0,0,283,0,0,0,0,0,,,,,,,BK1040
149,2026-03-01,Ake,full,104000,102408,341,104000,92475,282,36014,108,17416,58,30640,6341,2055,595,5,21,15,1,4,1.17,283,82.99,14,4.11,917.36,0.579,161.98,0,748.12,0,161.98,0,9.02,73.00,4.87,2026-03-07,,,2026-02-28T23:14:46.874Z,2026-03-31T01:01:12.507Z,143,183,9240,70,0,2.00,110,88,70,-15.00,0,704,0,0,0,400,300,2,24590,0,0,0,,,,,,,BK1040
234,2026-04-22,Ake,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2026-04-02T21:48:13.203Z,2026-04-17T18:17:21.742Z,0,0,0,0,0,0,0,0,0,0,0,0,83653,83653,0,0,0,0,0,0,0,0,,,,,,,BK1040
221,2026-04-02,Ake,full,95000,86731,281,190000,164676,527,39574,130,16034,64,22323,7468,1005,327,5,0,446,4,10,3.56,212,75.44,13,4.63,2565.96,0,223.46,0,1368.83,0,315.37,0,11.36,69.50,4.04,2026-04-02,"Phongsathon: 07:00-16:00
Nuttarika: 13:00-22:00
Suppawit: COM
Boonyisa: 10:00-19:00
Chanon: OFF 27/03/2026
Washiraphan: 22:00-07:00","07:00-16:00 | Jane
07:00-16:00 | Winnie
10:00-19:00 | C
11:00-20:00 | Mah
12:00-21:00 | Nene
12:00-21:00 | Max
13:00-22:00 | Gang
13:00-22:00 | Thep
13:00-22:00 | Bew
22:00-07:00 | Leo
22:00-07:00 | Tan",2026-04-02T17:52:59.299Z,2026-04-17T18:17:21.602Z,3.00,3.17,9850.00,63,6.5,16.50,110,88,69.50,-18.50,0,0,66417,66417,0,0,0,3,0,31123,0,0,,,,,,,BK1040
